Date,Year,Aircraft Type,Manufacturer,Registration,Operator,Fatalities,Location,Damage,Causes,Total Seats,Everyone Involved
29-Dec-24,2024,Boeing 737-8AS (WL),Boeing,HL8088,Jeju Air,179,Muan International Airport (MWX/RKJB),w/o,Bird Strike,181,181
21-Mar-22,2022,Boeing 737-89P (WL),Boeing,B-1791,China Eastern Airlines,132,"20 km SW of Wuzhou, Tengxian County",w/o,Pilot Error,132,132
15-Jan-23,2023,ATR 72-500 (72-212A),ATR,9N-ANC,Yeti Airlines,72,2 km WNW of Pokhara International Airport (VNPR),w/o,Mechanical Failure,72,72
9-Jan-21,2021,Boeing 737-524 (WL),Boeing,PK-CLC,Sriwijaya Air,62,19 km NE of Jakarta-Soekarno-Hatta International Airport (CGK),w/o,Maintenance ,62,62
9-Aug-24,2024,ATR 72-500 (72-212A),ATR,PS-VPB,Voepass Linhas Aéreas,62,"near Vinhedo, SP",w/o,Undetermined,62,62
4-Jul-21,2021,Lockheed C-130H Hercules,Lockheed,5125,Hukbong Himpapawid ng Pilipinas (Philippine Air Force),53,"Patikul, Sulu",w/o,Undetermined,96,99
25-Dec-24,2024,Embraer ERJ-190AR,Embraer,4K-AZ65,Azerbaijan Airlines,38,5 km NW of Aktau Airport (SCO/UATE),w/o,Miscellaneous,67,67
6-Jul-21,2021,Antonov An-26B-100,Antonov,RA-26085,Kamchatka Aviation Enterprise,28,"3,8 km NW of Palana Airport",w/o,Pilot Error,28,28
29-May-22,2022,de Havilland Canada DHC-6 Twin Otter 300,de Havilland Canada,9N-AET,Tara Air,22,Sanosware,w/o,Pilot Error,22,22
6-Nov-22,2022,ATR 42-500,ATR,5H-PWF,Precision Air,19,off Bukoba Airport (BKZ),sub,Pilot Error,43,43
24-Jul-24,2024,Bombardier CRJ-200ER,Bombardier,9N-AME,Saurya Airlines,18,Kathmandu-Tribhuvan Airport (KTM/VNKT),w/o,Pilot Error,19,19
10-Oct-21,2021,Let L-410UVP-E3,Let,RF-94591,DOSAAF,16,"1,7 km E of Menzelinsk Airport",w/o,Mechanical Failure,22,22
12-Mar-24,2024,Ilyushin Il-76MD,Ilyushin,RF-76551,117 VTAP Russian Air Force,15,"near Ivanovo Severny Air Base, Ivanovo Oblast",w/o,Fire,15,15
26-Feb-22,2022,Cessna 208B Grand Caravan,Cessna,5H-MZA,AB Aviation,14,"2,5 km NW off Mohéli-Bandar es Eslam Airport (NWA)",w/o,Undetermined,14,14
16-Sep-23,2023,Embraer EMB-110P1 Bandeirante,Embraer,PT-SOG,Manaus Aerotaxi,14,"Barcelos Airport, AM (BAZ/SWBC)",w/o,Runway ,14,14
10-Jun-21,2021,Beechcraft 1900D,Beechcraft,4610,Tatmadaw Lei (Myanmar Air Force),12,near Pyin Oo Lwin,w/o,Undetermined,16,16
29-Oct-23,2023,Cessna 208B Grand Caravan,Cessna,PT-MEE,ART Táxi Aéreo Ltda,12,"near Rio Branco–Plácido de Castro Intl. Airport (RBR), AC",w/o,Pilot Error,12,12
21-May-21,2021,Beechcraft B300 King Air 350i,Beechcraft,NAF203,Nigerian Air Force - NAF,11,near Kaduna Airport (KAD),w/o,Undetermined,11,11
1-Mar-22,2022,Shaanxi Y-8Q,Shaanxi,,China Naval Air Force - Unit 92967,11,"off Sanya, Hainan Province",w/o,Undetermined,11,11
11-May-22,2022,Viking Air DHC-6 Twin Otter 400,Viking,TJ-TIM,Caverton Helicopters (Cameroun) Ltd.,11,near Nanga Eboko,w/o,Pilot Error,11,11
17-Aug-23,2023,Raytheon 390 Premier I,Raytheon,N28JV,Jet Valet Sdn Bhd,10,"Elmina, Shah Alam, near Sultan Abdul Aziz Shah Airport (SZB/WMSA)",w/o,Pilot Error,8,10
2-Mar-21,2021,Let L-410UVP-E,Let,(HK-4274),South Sudan Supreme Airlines,10,Pieri,w/o,Mechanical Failure,10,10
4-Sep-22,2022,de Havilland Canada DHC-3T Turbine Otter,de Havilland Canada,N725TH,Friday Harbor Seaplane Tours,10,"3 km SW off Freeland, WA",w/o,Mechanical Failure,10,10
23-Aug-23,2023,Embraer EMB-135BJ Legacy 600,Embraer,RA-02795,"MNT-Aero, opf Wagner Group",10,"near Kuzhenkino, Tver Region",w/o,Pilot Error,10,10
3-Nov-21,2021,Antonov An-12BK,Antonov,EW-518TI,Grodno Aircompany,9,3 km SE of Irkutsk Airport (IKT),w/o,Miscellaneous,9,9
15-Dec-21,2021,Gulfstream G-IVSP,Gulfstream,HI1050,Helidosa Aviation Group,9,Santo Domingo-Las Américas International Airport (SDQ),w/o,Mechanical Failure ,9,9
23-Jul-23,2023,Antonov An-26?,Antonov,,,9,Port Sudan Airport (PZU),w/o,Pilot Error,10,10
22-Aug-24,2024,Cessna 208B Grand Caravan,Cessna,HS-SKR,Thai Flying Service Co Ltd,9,"Wat Khao Din, Bang Pakong District, Chachoengsao Province",w/o,Undetermined,9,9
10-Jun-24,2024,Dornier 228-202K,Dornier,MAF-T03,Malawi Air Force (MAF),9,"Chikangawa Forest Reserve, Mzimba District",w/o,Pilot Error,9,9
14-Aug-21,2021,Beriev Be-200ChS,Beriev,RF-88450,Russian Navy,8,near Kahramanmaras,w/o,Undetermined,8,8
16-Jul-22,2022,Antonov An-12BK,Antonov,UR-CIC,Meridian,8,16 km W of Kavala,w/o,Mechanical Failure,8,8
9-May-24,2024,Beechcraft B200 Super King Air,Beechcraft,YV3296,Latino Americana de la Construcción,8,"Lake Maracaibo, Zulia",w/o,Pilot Error,8,8
21-Feb-21,2021,Beechcraft B300 King Air 350,Beechcraft,NAF201,Nigerian Air Force - NAF,7,NE of Abuja-Nnamdi Azikiwe International Airport (ABV),w/o,Mechanical Failure,7,7
29-May-21,2021,Cessna 501 Citation I/SP,Cessna,N66BK,JL&GL Productions LP,7,"near Smyrna Airport, TN (MQY)",w/o,Pilot Error,7,7
14-Sep-21,2021,Beechcraft B200GT King Air 250,Beechcraft,PS-CSM,CSM Agropecuária,7,"1,5 km N of Piracicaba Airport, SP (QHB)",w/o,Pilot Error,7,7
12-Nov-22,2022,Boeing B-17G Flying Fortress,Boeing,N7227C,American Airpower Heritage Museum,6,"Dallas Executive Airport, TX (RBD/KRBD)",w/o,Undetermined,5,6
17-Jul-23,2023,Cessna 208B Grand Caravan,Cessna,SP-WAW,Skydive Warsaw,6,Chrcynno Airfield (EPNC),w/o,Undetermined,3,8
21-Feb-21,2021,Learjet 45XR,Learjet,3912,Fuerza Aérea Mexicana,6,near Xalapa Airport (JAL),w/o,Fire,6,6
26-Jul-21,2021,Bombardier CL-600-2B16 Challenger 605,Bombardier,N605TR,Aeolus Air Charter,6,"Truckee Airport, CA (TKF)",w/o,Pilot Error,6,6
22-Sep-21,2021,Antonov An-26KPA,Antonov,RA-26673,LPS Flight Checks & Systems,6,40 km SW of Khabarovsk,w/o,ATC/Pilot Miscommunication,6,6
22-Jun-22,2022,Learjet 55C,Learjet,YV3304,private,6,7 km SSE of Charallave-Óscar Machado Zuloaga Airport,w/o,Miscellaneous,6,6
23-Jun-23,2023,Cessna 208 Caravan 675,Cessna,PK-SMW,SAM Air,6,12 km S of Elelim,w/o,Pilot Error,6,6
8-Jul-23,2023,Cessna 550 Citation II,Cessna,N819KR,Prestige Worldwide Flights LLC,6,"0,2 km N of Murrieta/Temecula-French Valley Airport, CA (RBK)",w/o,Undetermined,6,6
23-Jan-24,2024,BAe 3212 Jetstream 32,BAE,C-FNAA,Northwestern Air,6,"near Fort Smith Airport, NT (YSM/CYSM)",w/o,Undetermined,7,7
5-Nov-24,2024,Honda HA-420 HondaJet,Honda,N57HP,Ice Man Holdings LLC,5,"Falcon Field Airport (MSC/KFFZ), Mesa, AZ",w/o,Undetermined,5,6
2-Jan-24,2024,Airbus A350-941,Airbus,JA13XJ,Japan Airlines (JAL),5,Tokyo International Airport/Haneda (HND/RJTT),w/o,ATC/Pilot Miscommunication,379,384
1-Jan-21,2021,Antonov An-2,Antonov,,Korean People's Army Air and Anti-Air Force (KPAAF),5,near Taechon Air Base,w/o,Mechanical Failure,5,5
1-Mar-21,2021,Beechcraft B300 King Air 350i,Beechcraft,B-10GD,"Beidahuang General Airlines, opf China Met, Administration",5,"Shanghu, Ji'an County",w/o,Maintenance ,5,5
19-Jun-21,2021,Let L-410UVP-E,Let,RF-94603,DOSAAF,5,near Tanay Airfield,w/o,Mechanical Failure,19,19
2-Nov-21,2021,Antonov An-26,Antonov,TR-NGT,"Optimum Aviation, opf Euro Airlines",5,"2,5 km N of Juba Airport (JUB)",w/o,Pilot Error,5,5
23-Dec-21,2021,Shorts 360-300,Short,9S-GPS,Malu Aviation,5,"14,8 km NW of Shabunda",w/o,Pilot Error,5,5
24-Feb-22,2022,Antonov An-26,Antonov,59 blue,Ukraine Air Force,5,ca 2 km N of Zhukivtsi,w/o,Miscellaneous,14,14
24-Jun-22,2022,Ilyushin Il-76MD,Ilyushin,RF-78778,Russian Air Force,5,5 km ESE of Ryazan-Dyagilevo Air Base,w/o,Fire,9,9
6-Nov-22,2022,Cessna 208B Grand Caravan,Cessna,AMB 0956,Aviación Militar Bolivariana,5,3 km from Puerto Ayacucho Airport (PYH),w/o,Pilot Error,5,5
22-Feb-23,2023,Beechcraft B200 Super King Air,Beechcraft,N55PC,CTEH,5,"1,5 km S of Little Rock-Bill and Hillary Clinton National Airport, AR (LIT)",w/o,Undetermined,5,5
22-Dec-24,2024,Britten-Norman BN-2B-26 Islander,Britten-Norman,P2-SAM,North Coast Aviation,5,"5.7 nm ENE of Sapmanga, Kabwum District, Morobe Province",w/o,Pilot Error,5,5
21-Oct-24,2024,Ilyushin Il-76T,Ilyushin,ST-JAN,Sudan Government/Air Force (unconfirmed),5,"near Al Mahla, North Darfur",w/o,Miscellaneous,5,5
10-Mar-24,2024,IAI 1125 Astra SP,IAI,N1125A,SkyJet Elite,5,"near Ingalls Field Airport (KHSP), Hot Springs, VA",w/o,Undetermined,5,5
2-Jan-24,2024,de Havilland Canada DHC-8-315Q MPA,de Havilland Canada,JA722A,Japan Coast Guard,5,Tokyo-Haneda Airport (HND/RJTT),w/o,ATC/Pilot Miscommunication,6,6
25-Oct-24,2024,Antonov An-2,Antonov,ST-CPJ,Crop Protection Sudan,4,"Al-Fashaga Al-Kubra, Gedaref State",sub,Undetermined,3,7
12-Jan-21,2021,Harbin Y-12-II,Harbin,,Kenya Air Force - KAF,4,ca 10 km N of Voi,w/o,Undetermined,4,4
13-Mar-21,2021,Antonov An-26,Antonov,02 white,Kazakhstan Border Guards,4,Almaty Airport (ALA),w/o,Miscellaneous,6,6
2-Sep-21,2021,Cessna 560XLS+ Citation XLS+,Cessna,N560AR,Brook Haven Properties LLC,4,"0,4 km N of Plainville-Robertson Airport, CT",w/o,Pilot Error,4,4
12-Sep-21,2021,Let L-410UVP-E20,Let,RA-67042,"Aeroservice, opf SiLA - Siberian Light Aviation",4,3 km N of Kazachinskoye Airport,w/o,Pilot Error,16,16
13-Nov-21,2021,Britten-Norman BN-2A-6 Islander,Britten-Norman,N866JA,Island Airways,4,"0,1 km S of Beaver Island-Welke Airport, MI",w/o,Pilot Error,5,5
27-Dec-21,2021,Learjet 35A,Learjet,N880Z,Aeromedevac Air Ambulance,4,"El Cajon, San Diego",w/o,Pilot Error,4,4
1-Jul-22,2022,Learjet 35A,Learjet,LV-BPA,Flying America SA,4,"Río Grande-Gobernador Ramón Trejo Noel International Airport, TF (RGA)",w/o,Mechanical Failure,4,4
4-Sep-22,2022,Cessna 551 Citation II/SP,Cessna,OE-FGR,GG Rent,4,37 km NW off Ventspils (Baltic Sea),w/o,Mechanical Failure,4,4
18-Nov-22,2022,Cessna 208B Grand Caravan EX,Cessna,N2069B,Raisbeck Engineering,4,"near Snohomish, WA",w/o,Pilot Error,4,4
4-Jun-23,2023,Cessna 560 Citation V,Cessna,N611VG,Encore Motors of Melbourne Inc,4,"near Montebello, VA",w/o,Pilot Error,4,4
1-Nov-23,2023,Learjet 35A,Learjet,XA-IRE,Jet Rescue Air Ambulance,4,Cuernavaca Airport (CVJ/MMCB),w/o,Pilot Error,4,4
20-Oct-24,2024,de Havilland Canada DHC-6 Twin Otter 300,de Havilland Canada,PK-SMH,SAM Air,4,"Gorontalo Province, Sulawesi Island",w/o,Undetermined,4,4
8-Aug-24,2024,de Havilland Canada DHC-5A Buffalo,de Havilland Canada,7Q-STB,Nyasa Air Charters,3,Pieri Payam Airstrip,w/o,Undetermined,2,6
16-Jun-21,2021,Let L-410UVP-E,Let,9S-GRJ,Kin Avia,3,near Bukavu-Kavumu Airport (BKY),w/o,Undetermined,3,3
8-Jul-21,2021,Douglas DC-3C,Douglas,HK-2820,ALIANSA Colombia,3,"13,5 km N of Villavicencio-La Vanguardia Airport (VVC)",w/o,Pilot Error,3,3
17-Aug-21,2021,Ilyushin Il-112V,Ilyushin,41400,United Aircraft Corporation,3,near Kubinka AFB,w/o,Fire,3,3
15-Sep-21,2021,de Havilland Canada DHC-6 Twin Otter 300,de Havilland Canada,PK-OTW,Rimbun Air,3,"3,4 km from Bilogai/Sugapa Airport (ZGP)",w/o,Miscellaneous,3,3
10-Sep-22,2022,Antonov An-28,Antonov,9S-GAX,TRACEP-Congo Aviation,3,13 km W of Bukavu-Kavumu Airport (BKY),w/o,Pilot Error,3,3
3-Nov-22,2022,Let L-410UVP-E20,Let,9S-GPK,Goma Express,3,c 115 km ESE of Kasese,w/o,Undetermined,3,3
10-May-23,2023,Learjet 36A,Learjet,N56PA,Phoenix Air,3,"1,7 km SW off San Clemente Island, CA",w/o,Pilot Error,3,3
28-Jul-23,2023,Cessna 650 Citation VII,Cessna,XB-VFJ,Unknown,3,off Veracruz,w/o,Pilot Error,3,3
12-Jul-24,2024,Sukhoi Superjet 100-95LR,Sukhoi,RA-89049,Gazpromavia,3,"Ozyorsky District, Moskow Region",w/o,Maintenance ,3,3
21-Dec-21,2021,Cessna 208B Super Cargomaster,Cessna,N1116N,Martinaire,2,"Fulshear, TX",w/o,Pilot Error,1,2
2-Sep-22,2022,Airbus A320-251N,Airbus,CS-TVI,TAP Air Portugal,2,Conakry-Gbessia International Airport (CKY),sub,Miscellaneous,79,81
18-Nov-22,2022,Airbus A320-271N,Airbus,CC-BHB,LATAM Perú,2,Lima-Jorge Chávez International Airport (LIM),w/o,Miscellaneous,108,110
5-Mar-24,2024,de Havilland Canada DHC-8-315Q,de Havilland Canada,5Y-SLK,Safarilink Aviation,2,near Nairobi-Wilson Airport (HKNW),min,ATC/Pilot Miscommunication,44,46
20-Mar-21,2021,Cessna 208B Grand Caravan,Cessna,5Y-JKN,Aeronav Air Services,2,"3,5 km SW of Marsabit Airport (RBT)",w/o,Pilot Error,2,2
5-Jul-21,2021,IAI 1124A Westwind II,IAI,N790JR,Transenergie Inc,2,near Treasure Cay Airport (TCB),w/o,Pilot Error,2,2
5-Oct-21,2021,Dassault Falcon 20C,Dassault,N283SA,Sierra West Airlines,2,"1,3 km W of Thomson-McDuffie County Airport, GA",w/o,Pilot Error,2,2
11-Feb-22,2022,Antonov An-2R,Antonov,RA-33599,Kamchatsky Krechet,2,"1 km SW of Koryaki, Yelizovsky district, Kamchatka",w/o,Pilot Error,2,2
11-May-22,2022,Cessna 208 Caravan I,Cessna,PT-OQR,"LBK Serviço Aéreo Especializado, opf Skydive4Fun",2,"Boituva, SP",sub,Mechanical Failure,16,16
21-Jun-22,2022,Antonov An-2R,Antonov,RA-17742,Techservice,2,"46 km SE of Sebyan-Kyuel, Kobyaysky District",w/o,Pilot Error,3,3
15-Jul-22,2022,Antonov An-2R,Antonov,RA-02240,private,2,"Prochnookopskaya, Novokubansky district, Krasnodar region",sub,Pilot Error,2,2
3-Sep-22,2022,Shorts SC.7 Skyvan 3M-400,Short,SP-HIP,SkyForce,2,2 km SSW of Piotrków Trybunalski-Bujny Airport,w/o,Undetermined,2,2
27-Oct-22,2022,Canadair CL-215-6B11 (CL-415),Canadair,I-DPCN,Vigili del Fuoco,2,"near Linguaglossa, Sicily",w/o,Pilot Error,2,2
30-Dec-22,2022,Canadair CL-600S Challenger 600,Canadair,XB-SGV,private,2,near Venado,w/o,Pilot Error,2,2
9-Jan-23,2023,Antonov An-2R,Antonov,RA-71165,Naryan-Mar Air Enterprise,2,10 km SW of Karatayka,w/o,Pilot Error,12,12
28-Feb-23,2023,Cessna 208B Grand Caravan,Cessna,C-GMVB,"Wilderness North Air, dba ZAM Air Service",2,"57 km NNW of Nakina, ON",w/o,Undetermined,2,2
15-May-23,2023,Learjet 35A,Learjet,D-CGFQ,GFD Aviation,2,Hohn Air Base (ETNH),w/o,Undetermined,2,2
20-May-23,2023,Viking Air DHC-6 Twin Otter 400,Viking,N153QS,Seafly LLC,2,"54 km W off Half Moon Bay Airport, CA (HAF)",w/o,Undetermined,2,2
25-Jul-23,2023,Canadair CL-215-1A10,Canadair,1055,Elleniki Polemikí Aeroporía,2,near Platanistos,w/o,Pilot Error,2,2
22-Aug-23,2023,Beechcraft C99 Commuter,Beechcraft,N55RP,"UAS Transervices Inc, opb. Wiggins Airways",2,"near Litchfield, ME",w/o,Undetermined,2,2
23-Sep-23,2023,Ilyushin Il-76TD,Ilyushin,TZ-98T,Malian Air Force,2,Gao International Airport (GAQ/GAGO),w/o,Pilot Error,0,2
16-Oct-23,2023,Cessna 208B Grand Caravan,Cessna,V3-HIN,Maya Island Air,2,0.5 nm N of Placencia Airport (PLJ),w/o,Pilot Error,2,2
18-Dec-24,2024,Bombardier BD-100-1A10 Challenger 300,Bombardier,LV-GOK,"New Lines, S.A.",2,"near San Fernando Airport (SADF), San Fernando, BA",w/o,Undetermined,2,2
17-Dec-24,2024,Cessna 208B Grand Caravan,Cessna,N689KA,Kamaka Air LLC,2,"near Daniel K. Inouye International Airport (HNL/PHNL), Honolulu, HI",w/o,Undetermined,2,2
20-Aug-24,2024,Cessna 550 Citation II,Cessna,N689VP,N689VP LLC,2,"Odessa-Schlemeyer Field (ODO/KODO), Odessa, TX",w/o,Undetermined,2,2
23-Jul-24,2024,Learjet 35,Learjet,PP-ERR,Private,2,"near Matupá Airport, MT (MBK/SWXM)",w/o,Undetermined,2,2
23-Apr-24,2024,Douglas C-54D-DC (DC-4),Douglas,N3054V,Alaska Air Fuel,2,"near Fairbanks International Airport (FAI), Fairbanks, AK",w/o,Maintenance ,2,2
6-Mar-24,2024,Cessna 208B Grand Caravan,Cessna,PR-AAB,Polícia Federal Brasil,2,"Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU)",w/o,Mechanical Failure,3,3
9-Feb-24,2024,Bombardier CL-600-2B16 Challenger 604,Bombardier,N823KD,Ace Aviation Services dba Hop-A-Jet,2,"near Naples Airport (APF/KAPF), Naples, FL",w/o,Maintenance ,5,5
7-Feb-24,2024,Hawker 900XP,Hawker,N900VA,Clay Lacy Aviation opb Vici Aviation LLC,2,"near Westwater, UT",w/o,Undetermined,2,2
20-Jan-24,2024,Dassault Falcon 10,Dassault,RA-09011,Athletic Group LLC,2,"Topkana area, Kuran wa Munjan District, Badakkhshan province",w/o,Mechanical Failure,6,6
15-Oct-21,2021,Cessna 208B Grand Caravan,Cessna,8R-GFA,Air Services Limited - ASL,1,Kamarang Airport (KAR/SYKM),non,Miscellaneous,1,2
16-Oct-22,2022,Cirrus SF50 Vision Jet G2,Cirrus,HK-5342G,Panamerican Training Center - PTC,1,Santa Marta-Simón Bolívar Airport (SMR),sub,Pilot Error,7,8
31-Dec-22,2022,Embraer ERJ-175LR (ERJ-170-200 LR),Embraer,N264NN,"American Eagle, opb Envoy Air",1,"Montgomery Regional Airport (MGM/KMGM), Montgomery, AL",min,Miscellaneous,63,64
8-Feb-23,2023,Cessna 208B Grand Caravan,Cessna,5Y-EMM,Transition Aviation,1,Ulang airstrip,min,Miscellaneous,4,5
23-Jun-23,2023,Airbus A319-114,Airbus,N370NB,Delta Air Lines,1,"San Antonio International Airport, TX (SAT/KSAT)",min,Miscellaneous,0,1
29-May-24,2024,Embraer ERJ-190STD,Embraer,PH-EZL,KLM Cityhopper,1,Amsterdam-Schiphol International Airport (AMS/EHAM),min,Miscellaneous,0,1
11-Feb-24,2024,Cessna 208B Grand Caravan,Cessna,N80GE,Skydive Puerto Escondido,1,Puerto Escondido,sub,Mechanical Failure,17,18
9-Jan-21,2021,Cessna 560 Citation V,Cessna,N3RB,SX Transport LLC,1,"23 km SE of Pine Grove, OR",w/o,Pilot Error,1,1
20-Apr-21,2021,Learjet 35A,Learjet,PR-MLA,Eletric Power Construção,1,"Belo Horizonte/Pampulha - Carlos Drummond de Andrade Airport, MG (PLU)",w/o,Runway,3,3
26-Jul-21,2021,Cessna 208 Supervan 900,Cessna,D-FLEC,Skydive Binz,1,S off Norderney Airfield (NRD),w/o,Undetermined,1,1
25-Oct-21,2021,Cessna 208 Caravan I,Cessna,PK-SNN,Smart Cakrawala Aviation,1,Ilaga Airport (ILA),w/o,Miscellaneous,2,2
10-Dec-21,2021,Swearingen SA-226AT Merlin IV,Swearingen,N54GP,Castle Aviation,1,"0,6 km SW of Manchester-Boston Regional Airport, NH (MHT/KMHT)",w/o,Pilot Error,1,1
30-Mar-22,2022,Cessna 208 Caravan I,Cessna,D-FLIC,"Skydive Costa d'Argento, lsf Gladwings",1,Säntis Mountain,w/o,Pilot Error,1,1
13-Apr-22,2022,Cessna 208B Grand Caravan,Cessna,N928JP,Gem Air,1,"0,7 km NE of Burley Municipal Airport, ID (BYI)",w/o,Pilot Error,1,1
22-Apr-22,2022,Antonov An-26B-100,Antonov,UR-UZB,Constanta Airlines,1,Mykhailivka,w/o,Pilot Error,3,3
3-Jun-22,2022,Cessna 208B Supervan 900,Cessna,N7581F,GoJump Oceanside,1,"0,5 km E of Oceanside Municipal Airport, CA (OCN/KOKB)",sub,Pilot Error,2,2
29-Jul-22,2022,CASA C-212 Aviocar 200,CASA,N497CA,Rampart Aviation,1,"Raleigh/Durham Airport, NC (RDU)",sub,Miscellaneous,2,2
10-Sep-22,2022,Cessna 208B Grand Caravan,Cessna,PT-MES,Piquiatuba Táxi Aéreo,1,"near Porto Trombetas, PA",w/o,Mechanical Failure,5,5
20-Sep-22,2022,British Aerospace 3201 Jetstream 32EP,BAE,OB-2152,SAETA Peru,1,El Estrecho Airport (SPEE),sub,Pilot Error,17,17
2-Jan-23,2023,Embraer EMB-505 Phenom 300,Embraer,N555NR,Eagle Jet 300 LLC,1,"Provo Airport, UT (PVU)",w/o,Pilot Error,4,4
2-Feb-23,2023,Cessna 208B Grand Caravan,Cessna,5Y-BMZ,Unknown,1,Nasir Airport (HSNA),w/o,Undetermined,0,1
3-Mar-23,2023,Bombardier BD-100-1A10 Challenger 300,Bombardier,N300ER,Conexon LLC opf AirShare,1,"near Windsor Locks, CT",min,Mechanical Failure,5,5
14-Aug-23,2023,Boeing 787-9 Dreamliner,Boeing,CC-BGI,LATAM Airlines Chile,1,"N of Panama, over Caribbean Sea",non,Miscellaneous,0,1
15-Oct-23,2023,Cessna 208 Caravan I,Cessna,F-HSLE,Skydive Center à Tallard,1,near Gap-Tallard Airfield (GAT/LFNA),w/o,Miscellaneous,1,1
